Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-7.32	333.4	-21.21	2210.87	0	1274.45	14565.5
2	-0	-0	-0	2149	0	976.7	-0	-2.37	343.78	-19.61	2191.64	0	1281.3	12305.6
3	-0	-0	-0	2149	0	976.7	-0	-8.24	332.95	-13.5	2174.75	0	1280.16	17170.7
4	-0	-0	-0	2149	0	976.7	-0	-0.31	351.56	-22.2	2169.82	0	1286.09	16231.6
5	-0	-0	-0	2149	0	976.7	-0	7.78	342.1	-19.3	2182.08	0	1277.21	13545.4
6	-0	-0	-0	2149	0	976.7	-0	3.51	354.31	-25.63	2176.63	0	1278.24	15084.8
7	-0	-0	-0	2149	0	976.7	-0	4.58	349.73	-23.57	2129.48	0	1286	13099.3
8	-0	-0	-0	2149	0	976.7	-0	9.69	364.69	-19.68	2159.52	0	1286.76	17415.7
9	-0	-0	-0	2149	0	976.7	-0	4.5	362.55	-27.47	2155.58	0	1272.27	13380.4
10	-9.38	-19.38	-1.22	2138.15	0	811.42	7517.45	20.22	381.77	-22.28	2134.21	0	1293.06	16392.9
11	-0	-0	-0	2149	0	976.7	-0	4.04	375.52	-21.36	2121	0	1281.6	16058
12	-0	-0	-0	2149	0	976.7	-0	20.98	397.64	-22.05	2147.41	0	1287.88	19476.7
13	-0	-0	-0	2149	0	976.7	-0	15.79	401.76	-27.47	2124.94	0	1284.58	13218.2
14	-0	-0	-0	2149	0	976.7	-0	14.11	414.12	-28.99	2114.66	0	1281.43	17738
15	-0	-0	-0	2149	0	976.7	-0	21.51	419.01	-18.08	2113.57	0	1291.63	18425.8
16	-0	-0	-0	2149	0	976.7	-0	14.42	437.47	-30.29	2127.07	0	1284.31	13276.5
17	-0	-0	-0	2149	0	976.7	-0	24.95	442.5	-32.12	2117.98	0	1275.11	19648.8
18	-2.14	-15.72	-2.75	1903.47	0	830.98	5917.6	20.07	454.71	-22.2	2103.35	0	1289.68	14220.1
19	-0	-0	-0	2149	0	976.7	-0	22.96	477.14	-25.56	2103.96	0	1292.24	17375.4
20	-9.08	-15.72	-2.06	2189.7	0	888.58	7219.81	31.89	473.18	-26.93	2095.93	0	1277.42	18898.6
21	0	0	0	2149	0	976.7	0	27.08	500.95	-27.39	2106.83	0	1288.83	16013.6
22	-0	-0	-0	2149	0	976.7	-0	22.51	504.15	-25.48	2069.77	0	1287.69	18162.6
23	-0	-0	-0	2149	0	976.7	-0	39.9	521.39	-25.86	2084.1	0	1287.48	19805.8
24	-0	-0	-0	2149	0	976.7	-0	30.52	534.21	-27.62	2092.82	0	1286.4	14668.1
25	-0	-0	-0	2149	0	976.7	-0	33.95	538.02	-31.51	2061.74	0	1283.33	19838.3
26	-0	-0	-0	2149	0	976.7	-0	40.51	554.35	-23.88	2071.46	0	1286.57	18945.5
27	-0	-0	-0	2149	0	976.7	-0	41.12	567.32	-24.49	2067.3	0	1288.4	17934
28	-0	-0	-0	2149	0	976.7	-0	49.74	578.92	-32.12	2056.19	0	1284.9	23169.8
29	-0	-0	-0	2149	0	976.7	-0	45.17	590.21	-23.04	2052.42	0	1288.78	16446
30	-0	-0	-0	2149	0	976.7	-0	59.59	603.18	-26.47	2049.07	0	1287.16	21453.9
31	-9.99	-16.78	-2.14	2545.2	0	781.06	2648.23	57.68	604.4	-32.81	2044.57	0	1281.16	20959.6
32	-0	-0	-0	2149	0	976.7	-0	63.93	633.7	-28.23	2048.78	0	1290.32	17782.8
33	-0	-0	-0	2149	0	976.7	-0	65.16	620.12	-27.39	2020.26	0	1281.43	20203.4
34	8.85	-16.02	-5.57	1812.14	0	874.63	5748.2	72.02	646.67	-32.42	2040.29	0	1285.52	21483.2
35	-0	-0	-0	2149	0	976.7	-0	82.09	648.65	-32.96	2032.08	0	1283.51	20264.9
36	-0	-0	-0	2149	0	976.7	-0	77.67	655.98	-34.41	2013.19	0	1279.15	22753.4
37	-0	-0	-0	2149	0	976.7	-0	78.96	669.71	-30.14	2015.59	0	1288.05	15851.2
38	-0	-0	-0	2149	0	976.7	-0	94.3	674.44	-37.38	2007.66	0	1282.93	24300.8
39	-0	-0	-0	2149	0	976.7	-0	86.21	677.34	-37.46	2002.25	0	1280.18	20017.8
40	-0	-0	-0	2149	0	976.7	-0	92.93	691.83	-33.26	2009.37	0	1285.72	16392.6
41	-0	-0	-0	2149	0	976.7	-0	98.72	684.51	-42.57	1981.08	0	1279.77	21311.7
42	0	0	0	2149	0	976.7	0	104.06	703.89	-39.6	2000.06	0	1284.81	19621.5
43	-9.31	-20.9	-3.43	2230.86	0	874.85	8685.04	107.8	694.27	-34.48	1981.7	0	1281.47	19202.6
44	-0	-0	-0	2149	0	976.7	-0	106.81	703.58	-46.46	1973.2	0	1281.01	18991.3
45	-0	-0	-0	2149	0	976.7	-0	117.11	700.99	-39.06	1974.88	0	1281.17	20127.2
46	-0	-0	-0	2149	0	976.7	-0	120.16	704.19	-37.16	1971.13	0	1282.56	19920.4
47	-0	-0	-0	2149	0	976.7	-0	123.06	702.06	-43.11	1961.21	0	1281.35	20852.2
48	-0	-0	-0	2149	0	976.7	-0	127.94	694.89	-39.98	1954.79	0	1282.61	16412.6
49	-0	-0	-0	2149	0	976.7	-0	133.51	701.75	-40.66	1958.96	0	1284.04	18366.9
50	-0	-0	-0	2149	0	976.7	-0	138.55	681.46	-40.36	1948.33	0	1278.74	21275.9
51	-2.67	-16.17	-3.43	1998.65	0	939.71	7986.18	139.16	685.58	-40.51	1944.86	0	1283.49	15418.2
52	-0	-0	-0	2149	0	976.7	-0	140.38	669.1	-41.35	1929.73	0	1279.61	17621.8
53	-0	-0	-0	2149	0	976.7	-0	152.74	659.48	-40.36	1930.49	0	1279.91	20410.3
54	-0	-0	-0	2149	0	976.7	-0	154.65	646.51	-36.32	1927.41	0	1283.15	15783.4
55	-0	-0	-0	2149	0	976.7	-0	153.2	627.75	-41.43	1916.15	0	1275.95	19309.5
56	-0	-0	-0	2149	0	976.7	-0	157.32	612.49	-37.61	1903.97	0	1278.22	16109.3
57	-0	-0	-0	2149	0	976.7	-0	161.36	595.86	-35.32	1915.6	0	1278.43	17318.5
58	-0	-0	-0	2149	0	976.7	-0	161.82	578.16	-36.01	1896.96	0	1278.23	19591.2
59	-11.37	262.45	42.11	2541.37	0	1188.72	16142.9	164.87	544.13	-32.12	1884.84	0	1275.68	14592.9
60	-53.86	682.53	-8.85	2463.47	0	1104.73	-13834.3	164.72	522.61	-32.96	1884.15	0	1273.01	18911
61	-13.89	409.55	-51.65	2576.06	0	1140.71	-19679.6	160.06	518.34	-24.49	1895.85	0	1281.14	12067.8
62	25.71	365.91	28.31	2443.72	0	1133.11	77197.2	163.35	464.48	-34.64	1863.47	0	1274.19	16732.8
63	-50.51	419.46	-9.08	2516.6	0	1143.52	-17298.9	163.8	422.06	-27.31	1852.07	0	1261.24	25818.2
64	-16.17	395.2	-139.85	2495.34	0	1135.44	-76733.8	140.15	406.49	-8.77	1861.38	0	1274.54	5854.45
65	-29.75	518.65	11.06	2435.55	0	1129.21	47782.8	144.2	355.22	-32.58	1859.9	0	1260.16	20789.2
66	-102.01	436.4	-13.12	2537.8	0	1145.66	12231.4	140.99	315.4	-19.23	1821.16	0	1254.83	24365.1
67	-78.74	486.91	-22.28	2428.15	0	1131.4	-27609.6	107.04	287.93	9.92	1838.36	0	1270.29	1747.33
68	-116.65	422.67	9.23	2511.57	0	1130.33	26856.6	107.8	234.53	-21.36	1797.73	0	1239.7	23517.6
69	-140.53	417.48	34.94	2440.73	0	1141.66	-5944.75	100.86	193.18	-15.49	1783.85	0	1227.44	24997.7
70	-68.44	390.47	3.81	2442.46	0	1130.49	2043.92	54.7	176.39	18.92	1801.75	0	1242.1	-1370.69
71	-110.55	405.27	10.38	2494.91	0	1128.19	26265.1	-0	-0	-0	2149	0	1465.7	-0
72	-77.74	429.69	40.44	2404.24	0	1136.57	-19317.7	-0	-0	-0	2149	0	1465.7	-0
73	-48.07	405.12	23.96	2472.98	0	1135.34	18597.7	-0	-0	-0	2149	0	1465.7	-0
74	-106.05	488.74	17.62	2442.12	0	1131.84	12040.9	-0	-0	-0	2149	0	1465.7	-0
75	-61.34	509.95	16.02	2443.37	0	1124.96	-14603.7	-0	-0	-0	2149	0	1465.7	-0
76	-113.68	631.87	71.33	2427.08	0	1127.87	24049.3	-0	-0	-0	2149	0	1465.7	-0
77	-159.15	702.36	23.12	2456.46	0	1115.2	-2558.86	-0	-0	-0	2149	0	1465.7	-0
78	-131	667.57	61.65	2424.94	0	1121.49	-7752.7	-0	-0	-0	2149	0	1465.7	-0
79	-157.47	662.99	124.89	2424.54	0	1126.23	32297.8	-0	-0	-0	2149	0	1465.7	-0
80	-152.21	641.17	74.62	2446.01	0	1119.73	14038.1	-0	-0	-0	2149	0	1465.7	-0
81	-136.11	679.17	57.83	2402.59	0	1114.78	-1169.93	-0	-0	-0	2149	0	1465.7	-0
82	-160.75	665.44	92.16	2456.47	0	1124.11	16572.2	-0	-0	-0	2149	0	1465.7	-0
83	-139.16	701.29	79.96	2397.46	0	1119.66	-765.09	-0	-0	-0	2149	0	1465.7	-0
84	-124.05	703.43	55.54	2436.29	0	1118.13	15123.4	-0	-0	-0	2149	0	1465.7	-0
85	-152.74	722.66	78.2	2412.21	0	1120.93	22120.4	-0	-0	-0	2149	0	1465.7	-0
86	-107.35	734.86	81.79	2401.96	0	1121.32	4375.94	-15.11	-17.85	11.37	2882.21	0	1647.87	18745.6
87	-139.92	728.3	56.46	2422.23	0	1123.51	19279.4	-0	-0	-0	2149	0	1465.7	-0
88	-144.65	756.84	46.39	2379.36	0	1116.37	6409.22	-0	-0	-0	2149	0	1465.7	-0
89	-106.74	722.05	73.32	2394.71	0	1124.49	3459.23	-0	-0	-0	2149	0	1465.7	-0
90	-142.67	746.92	72.78	2392.28	0	1120.96	18530	19.45	-19.53	14.5	2927.81	0	1551.08	24228.4
91	-113.83	713.5	39.75	2371.16	0	1119.53	1854.54	-0	-0	-0	2149	0	1465.7	-0
92	-100.78	721.74	70.27	2382.13	0	1122.48	12663.5	6.1	-22.89	6.64	2834.33	0	1696.02	14018.2
93	-127.64	708.47	69.96	2385.56	0	1124.96	14710	-0	-0	-0	2149	0	1465.7	-0
94	-88.5	705.87	43.11	2352.18	0	1119.51	460.06	-0	-0	-0	2149	0	1465.7	-0
95	-108.18	701.45	56.84	2371.59	0	1122.02	14325.3	8.32	-29.14	4.58	2798.65	0	1680.17	9284.13
96	-109.1	686.19	60.27	2348.33	0	1124.72	10530.8	-0	-0	-0	2149	0	1465.7	-0
97	-79.88	681.46	52.19	2342.45	0	1123.17	2723.43	-8.77	-24.26	9	2829.27	0	1630.81	20257.1
98	-108.03	668.79	40.97	2355.59	0	1121.28	14881.6	-0	-0	-0	2149	0	1465.7	-0
99	-79.96	655.98	47.76	2335.42	0	1123.95	3744.99	-10.76	-15.11	6.94	2980.89	0	1648.78	15102.6
100	-75.23	640.72	46.46	2348.26	0	1121.55	8901.04	-0	-0	-0	2149	0	1465.7	-0
101	-93.38	623.47	41.12	2336.52	0	1124.13	15690.6	10.15	-15.56	5.95	2949.02	0	1526.49	14895.3
102	-59.36	615.54	41.96	2331.14	0	1121.25	5057.7	-0	-0	-0	2149	0	1465.7	-0
103	-83.47	598.45	51.8	2317.99	0	1123.26	14711.2	10.76	-21.97	7.32	2880.55	0	1613.42	11143.7
104	-67.21	584.72	46.54	2333.71	0	1123.46	8930.39	-0	-0	-0	2149	0	1465.7	-0
105	-62.56	564.73	38.45	2301.11	0	1119.48	8194.24	-0	-0	-0	2149	0	1465.7	-0
106	-78.43	545.2	52.64	2318.88	0	1126.42	16748.9	6.26	-22.13	4.04	2993.72	0	1668.03	9506.65
107	-48.83	534.97	44.4	2313.69	0	1121.14	6195.89	-2.98	-15.11	5.11	3005.49	0	1691	16372.3
108	-68.05	516.66	39.06	2306.21	0	1120.91	12167.5	5.42	-25.02	6.79	2733.56	0	1684.81	11247.4
109	-55.92	496.98	43.56	2311.11	0	1124.33	13610.7	-0	-0	-0	2149	0	1465.7	-0
110	-44.94	498.35	47.45	2302.88	0	1119.62	9370.6	-2.75	-21.21	4.58	2712.81	0	1619.13	13229.7
111	-59.81	479.13	40.82	2290.95	0	1120.09	13456.1	-0	-0	-0	2149	0	1465.7	-0
112	-37.69	484.47	44.25	2292.49	0	1117.51	8333.54	6.33	-19.53	11.67	2431.64	0	1574.74	10502.8
113	-49.29	459.44	48.37	2279.34	0	1123.94	10599.5	0.69	-21.21	2.14	2842.76	0	1678.41	12885.9
114	-41.43	462.49	44.17	2288.11	0	1115.78	10399.8	4.58	-21.97	6.48	2868.1	0	1688.65	13338.2
115	-36.85	441.13	41.81	2287.39	0	1121.15	8802.28	-0	-19.07	12.28	2676.2	0	1603.04	13624.5
116	-39.14	441.13	47.15	2281.22	0	1119.25	13160.8	-0	-0	-0	2149	0	1465.7	-0
117	-34.41	426.64	44.71	2292.71	0	1118.5	9365.76	2.82	-16.63	8.09	2457.46	0	1699.11	11387
118	-33.11	425.11	43.49	2259.75	0	1117.68	9977.33	-0	-0	-0	2149	0	1465.7	-0
119	-35.32	419.77	47.76	2271.37	0	1116.54	14011.9	-0	-0	-0	2149	0	1465.7	-0
120	-29.68	417.33	48.52	2260.88	0	1114.42	9006.78	0.53	-24.87	4.04	2426.59	0	1693.99	10384.8
121	-31.36	400.39	41.43	2253.01	0	1117.59	7976.87	-0	-0	-0	2149	0	1465.7	-0
122	-30.36	403.29	45.55	2261.57	0	1116.97	9234.87	4.88	-25.02	5.57	2792.41	0	1613.9	13392.4
123	-26.78	388.49	39.06	2258.81	0	1113.15	7920.02	-0	-0	-0	2149	0	1465.7	-0
124	-31.28	385.28	39.22	2262.59	0	1116.51	9120.26	9	-15.72	11.22	2956.91	0	1700.42	14956.7
125	-26.47	385.89	37.77	2252.95	0	1113.78	8365.11	1.22	-21.36	7.63	2808.14	0	1656.91	16536.2
126	-22.89	373.69	36.47	2258.78	0	1110.83	9629.28	-0	-0	-0	2149	0	1465.7	-0
127	-30.75	382.54	41.81	2232.88	0	1117.67	8751.18	9.16	-20.29	10.22	2637.72	0	1669.19	11324.3
128	-19.07	371.25	32.5	2248.48	0	1113.15	11035	-0	-0	-0	2149	0	1465.7	-0
129	-24.95	381.47	34.64	2221.46	0	1107.16	5952.34	-0	-0	-0	2149	0	1465.7	-0
130	-26.32	359.95	30.44	2230.35	0	1117.76	5741.88	1.53	-19.53	8.7	2672.83	0	1680.54	13159.2
131	-17.4	378.11	30.67	2242.98	0	1108	11178.7	-0	-0	-0	2149	0	1465.7	-0
132	-25.18	356.45	25.63	2208.56	0	1115.88	6937.42	9.16	-20.75	5.8	2960.03	0	1634.66	15787
133	-12.51	367.89	32.04	2242.27	0	1113.17	6485.42	-0	-0	-0	2149	0	1465.7	-0
134	-27.08	366.36	26.32	2204.83	0	1108.48	11932.8	8.09	-19.07	7.02	2906.64	0	1703.18	10825.2
135	-9.92	368.19	26.09	2216.02	0	1110.44	6385.6	-0	-0	-0	2149	0	1465.7	-0
136	-14.04	377.04	32.5	2230.72	0	1109.74	9170.71	-0	-0	-0	2149	0	1465.7	-0
137	-29.07	362.09	22.05	2187.03	0	1109.24	8893.8	10.45	-20.29	10.91	2913.46	0	1621.69	17664.9
138	-2.52	381.01	26.17	2213.58	0	1107.78	5431.75	-0	-0	-0	2149	0	1465.7	-0
139	-25.86	360.41	22.43	2212.53	0	1113.44	11536.5	-0	-0	-0	2149	0	1465.7	-0
140	-10.83	375.06	20.75	2182.33	0	1107.19	4921.15	0.38	-23.04	13.96	2981.2	0	1593.65	23190.9
141	-10.91	375.37	24.26	2209.54	0	1109.87	8182.09	-0	-0	-0	2149	0	1465.7	-0
142	-23.5	372.47	20.29	2165.71	0	1112.85	11216.9	7.93	-26.86	1.22	2712.75	0	1693.81	6299.45
143	1.22	387.88	23.96	2197.28	0	1106.68	3585.16	-0	-0	-0	2149	0	1465.7	-0
144	-24.64	378.27	22.35	2161.29	0	1112.76	11058	5.04	-25.18	9.61	2850.85	0	1577.22	17403.5
145	-5.87	386.51	19.99	2169.74	0	1109.33	3399.35	-0	-0	-0	2149	0	1465.7	-0
146	-2.82	390.63	18.31	2170.45	0	1107.94	5233.44	-0	-0	-0	2149	0	1465.7	-0
147	-15.11	394.59	20.07	2178.36	0	1110.43	9751.37	6.33	-19.23	8.85	2971.04	0	1626.4	17958.7
148	2.82	391.69	13.43	2149.77	0	1105.95	4879.93	-0	-0	-0	2149	0	1465.7	-0
149	-9.77	412.9	25.79	2157.14	0	1107.42	9978.41	-0	-0	-0	2149	0	1465.7	-0
150	-4.04	401.76	20.9	2161.88	0	1112.57	7919.91	-0	-0	-0	2149	0	1465.7	-0
151	5.65	429.23	24.34	2130.53	0	1105.15	2816.92	-6.64	-23.96	7.1	2970.35	0	1615.09	17451.6
152	-14.11	416.11	25.1	2137.38	0	1113.68	10389.3	13.81	-19.68	8.01	2745.45	0	1654.15	12069.9
153	11.98	437.47	20.98	2132.56	0	1106.24	4126.88	-0	-0	-0	2149	0	1465.7	-0
154	0.08	434.11	20.75	2133.08	0	1106.03	7453.72	5.95	-20.14	7.1	2874.87	0	1642.81	16383.8
155	-4.5	436.1	23.04	2126.1	0	1110.89	8601.32	-0	-0	-0	2149	0	1465.7	-0
156	17.78	444.79	24.95	2128.09	0	1107.53	6070.02	-0.99	-18.16	8.62	2991	0	1621.75	17678.5
157	-8.24	451.35	29.98	2116.88	0	1107.75	13113	-0	-0	-0	2149	0	1465.7	-0
158	7.17	458.98	32.88	2105.09	0	1110.27	6772.99	-0	-0	-0	2149	0	1465.7	-0
159	9.92	472.11	33.11	2108.27	0	1109.11	8615.08	-0	-0	-0	2149	0	1465.7	-0
160	-3.66	472.87	31.2	2090.19	0	1110.29	10293.8	-0	-0	-0	2149	0	1465.7	-0
161	19	472.87	26.7	2097.88	0	1115.15	2786.62	-1.37	-15.26	6.03	2834.35	0	1702.78	14246.8
162	3.13	485.23	28.99	2092.62	0	1114	11122.4	-0	-0	-0	2149	0	1465.7	-0
163	15.79	488.89	25.33	2090.68	0	1110.96	7182.77	-0	-0	-0	2149	0	1465.7	-0
164	21.21	498.35	27.69	2069.48	0	1113.28	4967.46	-0	-0	-0	2149	0	1465.7	-0
165	10.76	510.86	29.53	2082.29	0	1114.27	11964.7	-0	-0	-0	2149	0	1465.7	-0
166	35.17	519.71	27.92	2069.98	0	1111.93	6081.81	-0	-0	-0	2149	0	1465.7	-0
167	19.23	528.26	30.75	2048.16	0	1115.64	6302.85	5.8	-20.9	4.35	2798.12	0	1696.46	10225.7
168	24.95	542.76	33.72	2062.73	0	1116.91	7931.67	-0	-0	-0	2149	0	1465.7	-0
169	37.23	547.64	27.31	2048.68	0	1115.61	5181.34	-5.42	-20.14	8.85	2840.91	0	1597.94	16296.2
170	26.32	558.47	32.2	2046.43	0	1119.54	6057.81	-0	-0	-0	2149	0	1465.7	-0
171	40.28	563.51	30.29	2044.22	0	1117.53	6610.29	-0	-0	-0	2149	0	1465.7	-0
172	44.33	587.31	33.65	2041.61	0	1115.5	5410.31	-0.76	-25.02	6.79	2834.82	0	1648.23	13956.7
173	35.02	584.56	38.07	2029.02	0	1122.04	9992.87	-0	-0	-0	2149	0	1465.7	-0
174	57.07	607.6	35.48	2040.16	0	1115.85	6381.18	-2.44	-16.78	13.12	2807.55	0	1524.25	17499.3
175	43.03	609.59	39.98	2002.6	0	1121.92	5121.72	-0	-0	-0	2149	0	1465.7	-0
176	52.72	627.14	38.83	2025.74	0	1117.78	6680.24	-0	-0	-0	2149	0	1465.7	-0
177	61.8	634.61	41.89	2003.33	0	1118.8	7736.28	-5.8	-25.02	12.36	2847.6	0	1547.33	15709.6
178	58.29	641.33	43.56	2013.63	0	1121.76	6540.04	-0	-0	-0	2149	0	1465.7	-0
179	65.31	648.5	38.38	1993.1	0	1117.35	6856.94	3.36	-20.14	4.65	2610.14	0	1682.51	12037.8
180	71.87	664.22	43.33	2014.23	0	1118.9	6942.6	-0	-0	-0	2149	0	1465.7	-0
181	60.96	660.55	43.56	1983.67	0	1122.37	9533.21	5.95	-22.74	6.71	2936.35	0	1658.97	12479.1
182	82.86	677.34	43.56	1983.61	0	1116.9	6477.86	-0	-0	-0	2149	0	1465.7	-0
183	70.88	677.34	46.46	1979.56	0	1122.99	7328.82	-0	-0	-0	2149	0	1465.7	-0
184	79.88	680.08	40.59	1967.12	0	1121.01	8523.97	-0	-0	-0	2149	0	1465.7	-0
185	93.84	685.88	40.74	1983.07	0	1120.24	4497.13	-1.98	-21.06	2.9	2763.46	0	1693.95	10831.1
186	76.9	674.29	40.74	1959.65	0	1126.61	9051.27	-0	-0	-0	2149	0	1465.7	-0
187	99.03	687.1	40.74	1970.15	0	1121.05	4875.81	-3.2	-15.26	12.36	2916.15	0	1619.05	18365
188	88.88	689.54	40.44	1952.68	0	1122.22	8691.77	3.2	-22.58	4.12	2992.82	0	1660.36	12832.4
189	97.96	670.17	36.7	1946.46	0	1126.88	6548.33	-0	-0	-0	2149	0	1465.7	-0
190	109.41	698.7	42.65	1948.97	0	1120.84	6113.46	0.23	-19.23	7.93	2956.76	0	1676.72	13557.7
191	90.64	663.15	36.32	1931.22	0	1128.22	9830.38	11.83	-17.55	8.77	2880.63	0	1664.24	16489.3
192	115.59	688.17	38.76	1932.49	0	1122.41	4083.8	-0	-0	-0	2149	0	1465.7	-0
193	105.67	656.74	34.56	1928.92	0	1127.44	10458.2	-0	-0	-0	2149	0	1465.7	-0
194	109.48	661.01	35.1	1932.37	0	1126.75	6402.69	-0	-0	-0	2149	0	1465.7	-0
195	119.86	641.33	30.29	1909.81	0	1125.44	7485.96	-0	-0	-0	2149	0	1465.7	-0
196	118.26	639.04	35.63	1926.27	0	1127.27	9083.6	-0	-0	-0	2149	0	1465.7	-0
197	122.99	634.92	32.35	1898.1	0	1125.18	8434.92	-0	-0	-0	2149	0	1465.7	-0
198	128.1	606.69	34.94	1896.23	0	1128.87	7884.69	-0	-0	-0	2149	0	1465.7	-0
199	126.5	606.84	36.32	1908.1	0	1127.73	6807.24	-7.32	465.24	78.28	2412.16	0	1269.52	34244
200	131.84	585.94	21.74	1889.67	0	1124.75	9495.02	39.98	372.31	50.66	2466.02	0	1229.7	11222.8
201	133.06	554.05	37.61	1868.41	0	1130.75	5501.55	-0	-0	-0	2149	0	1465.7	-0
202	143.2	525.36	29.6	1899.97	0	1132.45	5318.74	6.26	343.17	98.19	2383.29	0	1245.45	52995
203	129.01	512.39	19	1871.72	0	1128.09	12522.9	23.65	327.3	115.51	2441.69	0	1237.89	49170.6
204	140.84	458.83	27.31	1860.99	0	1133.41	4976.07	9.69	413.82	-14.95	2413.07	0	1231.57	-16385
205	132.37	446.32	25.41	1874.3	0	1133.02	3983.6	-12.59	372.92	36.85	2458.31	0	1223.79	24603.9
206	117.95	398.56	5.57	1855.89	0	1133.12	13152.5	-28.61	444.95	59.2	2378.35	0	1258.54	23831.5
207	127.79	371.7	17.24	1842.66	0	1130.84	5260.47	-0	-0	-0	2149	0	1465.7	-0
208	104.75	316.31	15.95	1848.28	0	1145.82	443.46	-61.19	424.65	11.29	2407.31	0	1245.66	23259.9
209	107.73	302.43	-5.95	1881.18	0	1126.44	15086.2	-88.2	374.6	41.35	2419.89	0	1234.49	11538.3
210	88.88	245.97	-0.99	1844	0	1142.6	5668.06	-73.7	378.88	-25.41	2420.15	0	1227.23	14656.5
211	74.77	209.96	3.36	1855.5	0	1153.09	2783.54	-84.53	416.56	-18.08	2400.53	0	1245.5	12044.1
212	65.16	201.26	-3.97	1830.66	0	1138.07	7295.57	-82.7	455.32	7.55	2424.02	0	1242.96	6368.18
213	32.81	156.1	-14.27	1848.83	0	1148.75	8099.36	-86.75	567.63	-33.04	2405.85	0	1254.53	17845
214	15.11	154.88	-4.04	1800.61	0	1150.8	-1939.42	-100.78	581.82	-27.85	2409.58	0	1251.32	16188.8
215	39.75	119.93	-18.01	1851.43	0	1163.38	3201.52	-98.5	633.54	-11.9	2413.53	0	1261.47	17772.9
216	7.48	109.86	-24.64	1802.24	0	1140.06	17874.1	-113.07	601.96	-40.13	2406.13	0	1256.05	17618.2
217	14.5	77.06	-8.09	1898.16	0	1187.08	-1079.73	-113.14	612.64	-66.53	2398.11	0	1250.72	9490.31
218	12.97	61.8	1.6	1759.8	0	1199.52	2711.28	-118.33	617.52	-29.75	2407.68	0	1265.74	17233.2
219	6.1	52.8	-3.81	2043.8	0	1167.59	8174.83	-108.64	646.06	-49.82	2393.76	0	1258.85	25077.1
220	-0	-0	-0	2149	0	976.7	-0	-116.2	655.98	-69.35	2398.61	0	1254.63	8807.97
221	3.97	35.4	8.24	1788.61	0	1200.55	-335.56	-114.14	691.22	-44.17	2376.24	0	1267.01	12219.7
222	-0	-0	-0	2149	0	976.7	-0	-103.91	700.99	-38.53	2380.95	0	1260.23	23189
223	-0	-0	-0	2149	0	976.7	-0	-108.11	707.86	-55.85	2380.4	0	1259.04	7037.39
224	-0	-0	-0	2149	0	976.7	-0	-99.03	712.59	-38.68	2367.43	0	1260.08	20282.6
225	-0	-0	-0	2149	0	976.7	-0	-106.12	713.96	-31.36	2363.59	0	1260.88	18355.6
226	-0	-0	-0	2149	0	976.7	-0	-92.93	731.35	-48.68	2361.55	0	1262.63	10045.8
227	-0	-0	-0	2149	0	976.7	-0	-93.38	717.77	-43.49	2350.45	0	1255.78	22110.2
228	5.26	-15.41	-1.07	2083.48	0	781.77	6973.3	-98.42	738.22	-27.24	2347.46	0	1265.35	17328.7
229	-0	-0	-0	2149	0	976.7	-0	-82.4	724.64	-39.37	2343.1	0	1260.26	15070.5
230	-0	-0	-0	2149	0	976.7	-0	-83.85	724.03	-45.62	2335.4	0	1256.02	21303.9
231	-0	-0	-0	2149	0	976.7	-0	-85.3	716.71	-20.07	2332.67	0	1265.98	17946.5
232	-0	-0	-0	2149	0	976.7	-0	-72.86	703.58	-33.42	2313.59	0	1258.9	14964.9
233	-3.89	-19.38	-1.68	2077.21	0	859.02	6787.91	-67.14	693.36	-35.71	2334.52	0	1257.77	20565.9
234	-0	-0	-0	2149	0	976.7	-0	-71.87	685.42	-18.23	2311.01	0	1265.68	16300.7
235	-0	-0	-0	2149	0	976.7	-0	-57.68	665.44	-27.77	2300.85	0	1258.23	17744
236	-0	-0	-0	2149	0	976.7	-0	-62.41	654.75	-33.11	2316.04	0	1257.93	17774.6
237	-0	-0	-0	2149	0	976.7	-0	-49.13	641.63	-26.4	2298.03	0	1262.96	15836.9
238	-0	-0	-0	2149	0	976.7	-0	-50.05	615.23	-26.93	2287.66	0	1256.84	20640
239	-0	-0	-0	2149	0	976.7	-0	-51.8	606.69	-35.25	2293.8	0	1258.7	12554.3
240	-0	-0	-0	2149	0	976.7	-0	-34.26	584.41	-30.06	2272.46	0	1259.5	16835.5
241	-0	-0	-0	2149	0	976.7	-0	-42.42	568.54	-27.62	2277.19	0	1256.95	20067.1
242	-0	-0	-0	2149	0	976.7	-0	-40.59	553.89	-33.57	2272.91	0	1260.68	10981.2
243	-0	-0	-0	2149	0	976.7	-0	-30.52	529.48	-31.2	2250.79	0	1257.89	14857.8
244	-0	-0	-0	2149	0	976.7	-0	-37	516.66	-27.24	2265.29	0	1259.52	16733.6
245	-0	-0	-0	2149	0	976.7	-0	-17.4	503.54	-33.26	2255.75	0	1259.07	16490.2
246	-0	-0	-0	2149	0	976.7	-0	-28.99	478.06	-34.03	2243.43	0	1255.03	15387.7
247	-0	-0	-0	2149	0	976.7	-0	-21.21	475.31	-30.36	2235.81	0	1261.83	14146.5
