Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
2259	-71.72	697.78	49.82	2396.64	0	1156.16	7089.06	-0	-0	-0	2149	0	1465.7	-0
2260	-101.09	677.19	54.4	2378.62	0	1159.14	14978.5	10.53	-27.62	11.14	2737.2	0	1603.2	15673.6
2261	-56	655.36	48.52	2371.44	0	1164.5	-634.88	-0	-0	-0	2149	0	1465.7	-0
2262	-77.67	656.43	38.91	2372.66	0	1158.4	13291.4	-0	-0	-0	2149	0	1465.7	-0
2263	-84.61	621.34	37.69	2352.07	0	1166.46	10745.8	0.46	-20.9	6.1	2831.15	0	1704.32	14053.2
2264	-45.78	619.51	45.93	2352.52	0	1161.35	2816.1	-0	-0	-0	2149	0	1465.7	-0
2265	-80.26	597.69	38.3	2348.65	0	1163.24	12748.7	17.47	-19.23	8.47	2733.78	0	1622.73	12550.2
2266	-45.01	574.49	25.86	2336.59	0	1165.85	4612.81	-0	-0	-0	2149	0	1465.7	-0
2267	-53.71	567.17	41.58	2333.19	0	1163.57	7988.89	11.6	-19.38	4.73	2921.91	0	1681.42	10426.9
2268	-57.45	534.97	32.04	2340.6	0	1166.14	10994.2	-0	-0	-0	2149	0	1465.7	-0
2269	-18.84	541.23	30.21	2318.45	0	1161.8	2597.34	-0	-0	-0	2149	0	1465.7	-0
2270	-55.39	492.25	30.75	2319.1	0	1170.7	13528.2	14.5	-22.13	2.44	2894.34	0	1691.53	6646.25
2271	-24.72	512.39	39.98	2317.72	0	1160.42	3896.2	-0	-0	-0	2149	0	1465.7	-0
2272	-23.57	469.21	27.62	2295.4	0	1167.43	4395.99	-2.67	-20.29	15.72	2832.93	0	1509.11	20881.9
2273	-37	470.58	30.36	2285.17	0	1161.06	10472.7	-0	-0	-0	2149	0	1465.7	-0
2274	-10.99	442.81	35.02	2303.9	0	1166.57	3122.91	-9	-21.06	2.37	2698.89	0	1699.77	11954.7
2275	-25.18	429.38	30.36	2292.61	0	1166.18	8459.05	11.22	-16.02	13.81	3036.6	0	1571.96	24204.7
2276	-17.24	416.56	26.32	2295.71	0	1163.68	7071.54	-0	-0	-0	2149	0	1465.7	-0
2277	-5.95	407.1	31.89	2289.56	0	1164.32	6328	-0	-0	-0	2149	0	1465.7	-0
2278	-27.16	388.95	35.78	2258.86	0	1170.05	9900.36	-0	-0	-0	2149	0	1465.7	-0
2279	1.98	391.54	28	2288.83	0	1158.68	4041.05	1.53	-15.56	10.53	2902.43	0	1669.14	16370
2280	-17.7	373.23	33.72	2237.99	0	1167.9	10396.4	2.75	-21.36	3.28	2881.36	0	1663.54	12681.4
2281	-8.16	358.73	32.27	2292.98	0	1169.55	6487.97	-0	-0	-0	2149	0	1465.7	-0
2282	-5.26	355.99	31.36	2259.67	0	1164.94	6983.88	-2.59	-23.35	10.83	2782.69	0	1613.5	15087
2283	-12.82	341.49	31.05	2269.35	0	1168.04	11982	-0	-0	-0	2149	0	1465.7	-0
2284	-0.99	341.34	33.72	2258.52	0	1164.33	4501.89	5.95	-25.94	3.43	2469.09	0	1668.48	9249.97
2285	-9.23	329.13	33.87	2259.61	0	1166.63	10642.8	-0	-0	-0	2149	0	1465.7	-0
2286	-3.74	328.37	32.58	2251.06	0	1164.67	9902.74	-0	-0	-0	2149	0	1465.7	-0
2287	-2.37	326.08	30.98	2248.05	0	1161.54	3881.6	1.3	-26.55	3.13	2452.86	0	1672.45	9672.14
2288	-9.08	321.2	33.34	2221.88	0	1162.81	9171.42	-0	-0	-0	2149	0	1465.7	-0
2289	-0.15	319.21	31.59	2252.43	0	1163.72	6247.1	5.04	-19.99	7.32	2704.76	0	1653.59	12587.8
2290	-2.29	298.16	24.03	2250.73	0	1173.11	5243.41	-2.14	-21.97	3.51	3000.46	0	1649.01	12061.8
2291	-0.99	309.75	28.99	2246	0	1167.86	6141.87	11.29	-17.09	8.93	3046.23	0	1667.38	17424.8
2292	-0	308.99	26.09	2247.32	0	1165.09	7249.89	0.61	-21.36	5.57	2557.14	0	1704.79	10706
2293	-1.07	310.21	24.03	2216.98	0	1165.88	7794.41	1.75	-21.36	2.67	2944.91	0	1644.33	9280.21
2294	-0	316.16	25.79	2228.15	0	1168.44	6145.7	-0.46	-21.82	9.92	2899.66	0	1605.73	16995.9
2295	3.05	319.52	19.84	2218.77	0	1157.39	5004.34	-0	-0	-0	2149	0	1465.7	-0
2296	0.08	315.55	21.67	2217.67	0	1170.05	6673.1	11.29	-16.48	8.85	2757.24	0	1640.46	16438
2297	2.67	329.28	25.33	2216.31	0	1167.55	3872.95	-5.49	-21.82	7.78	2908.72	0	1645.66	15682.4
2298	4.04	318.15	14.04	2224.54	0	1160.26	5133.92	-0	-0	-0	2149	0	1465.7	-0
2299	2.52	324.4	20.14	2215.81	0	1173.84	4998.36	-0	-0	-0	2149	0	1465.7	-0
2300	1.68	328.67	20.07	2225.86	0	1171.83	5254.86	-0	-0	-0	2149	0	1465.7	-0
2301	6.33	343.48	20.14	2218.09	0	1158.72	7061.98	-0	-0	-0	2149	0	1465.7	-0
2302	1.68	351.87	24.19	2191.66	0	1166.11	4677.51	-0	-0	-0	2149	0	1465.7	-0
2303	3.81	358.58	24.8	2221.76	0	1161.44	6436.04	-0	-0	-0	2149	0	1465.7	-0
2304	2.9	368.65	25.79	2192.5	0	1159.94	3929.48	-0	-0	-0	2149	0	1465.7	-0
2305	0.23	363.77	23.65	2207.06	0	1165.78	2907.06	2.82	-18.46	5.49	2965.71	0	1708.37	13825.7
2306	-3.74	382.54	26.17	2198.2	0	1158.64	9032.9	3.81	-22.58	3.74	2895.11	0	1704.53	11418.8
2307	-0.61	383.15	29.75	2188.52	0	1166.96	1486.18	-0	-0	-0	2149	0	1465.7	-0
2308	4.35	403.14	30.98	2213.28	0	1156.31	3983.21	-0.76	-24.41	10.6	2999.47	0	1586.56	20545.5
2309	-9.54	402.53	28.76	2185.72	0	1163.32	8029.54	-0	-0	-0	2149	0	1465.7	-0
2310	6.26	418.4	35.32	2193.06	0	1163.39	2461.64	-0	-0	-0	2149	0	1465.7	-0
2311	-6.64	434.42	33.72	2200.79	0	1153.46	6195.89	2.67	-28.08	8.54	2943.23	0	1606.31	16276.3
2312	-4.43	435.49	30.52	2170.78	0	1160.56	3224.98	-0	-0	-0	2149	0	1465.7	-0
2313	5.34	456.24	36.32	2191.25	0	1158.22	3692.18	-3.13	-23.5	7.4	2954.89	0	1658.52	15214.1
2314	-11.29	450.29	32.65	2193.12	0	1160.32	7875.23	-0	-0	-0	2149	0	1465.7	-0
2315	10.76	469.06	31.51	2183.37	0	1160.29	1048.71	-0	-0	-0	2149	0	1465.7	-0
2316	-1.07	485.99	38.6	2186.86	0	1160.01	5838.56	6.03	-19.23	9.54	3028.42	0	1651.66	21159
2317	-2.21	490.42	33.95	2156.21	0	1160.77	8674.21	-0	-0	-0	2149	0	1465.7	-0
2318	15.87	516.05	38.83	2182.87	0	1161.35	1280.98	-0	-0	-0	2149	0	1465.7	-0
2319	-7.55	524.29	35.1	2148.67	0	1158.82	9028.14	3.43	-27.47	6.26	2953.79	0	1653.89	15858.4
2320	17.7	535.89	38.3	2153.6	0	1162.31	753.05	-0	-0	-0	2149	0	1465.7	-0
2321	5.34	557.56	39.44	2141.1	0	1163.47	3900.96	-0	-0	-0	2149	0	1465.7	-0
2322	12.74	570.68	34.33	2161.63	0	1158.06	5296.06	-0	-0	-0	2149	0	1465.7	-0
2323	28.38	572.66	36.09	2127.55	0	1163.3	1567.15	-0	-0	-0	2149	0	1465.7	-0
2324	10.15	603.18	46.84	2146.19	0	1163.65	10810.2	8.16	-21.97	3.74	2871.2	0	1700.94	11743
2325	25.25	604.4	47.45	2137.89	0	1160.02	9748.46	-0	-0	-0	2149	0	1465.7	-0
2326	33.04	639.95	53.56	2114.25	0	1162.05	-7665.51	-0	-0	-0	2149	0	1465.7	-0
2327	12.97	632.48	39.67	2118.21	0	1165.88	12887.4	6.41	-25.94	6.03	2868.82	0	1659.63	15143.5
2328	47.15	666.05	40.82	2116.41	0	1156.44	4669.92	-0	-0	-0	2149	0	1465.7	-0
2329	31.05	657.65	39.52	2110.22	0	1164.82	-1079.96	3.59	-22.28	7.48	2819.19	0	1657.43	14121.1
2330	39.9	677.95	36.16	2109.66	0	1161.01	8824.83	0.69	-21.67	6.26	3011.91	0	1686.76	17757.8
2331	57.3	687.41	37.84	2103.52	0	1160.44	2697.85	-0.08	-15.87	6.56	2972.15	0	1567.88	14408.1
2332	33.87	694.12	44.63	2094.75	0	1162.67	7164.19	-0	-0	-0	2149	0	1465.7	-0
2333	59.2	698.24	41.5	2091.18	0	1163.13	5318.25	-0	-0	-0	2149	0	1465.7	-0
2334	61.95	723.57	44.48	2089.59	0	1161.82	5251.76	-0	-0	-0	2149	0	1465.7	-0
2335	44.17	719.15	39.67	2069.27	0	1161.43	5530.15	10.53	-19.68	7.63	2915.4	0	1699.01	15196
2336	71.72	736.08	42.42	2071.19	0	1159.47	3670.76	-2.44	-20.14	5.57	2511.42	0	1672.36	11519.9
2337	58.67	725.86	45.24	2068.38	0	1167.37	5706.83	-0	-0	-0	2149	0	1465.7	-0
2338	67.75	739.29	35.71	2069.03	0	1157.28	6685.92	1.91	-22.74	9.23	3024.92	0	1580.13	19447.4
2339	75.07	728	39.37	2045.68	0	1163.09	4254.85	-0	-0	-0	2149	0	1465.7	-0
2340	72.78	736.24	44.86	2060.93	0	1165.08	5453.27	-0	-0	-0	2149	0	1465.7	-0
2341	85.22	739.9	37.77	2045.12	0	1157.8	5581.55	-1.75	-17.55	8.62	2885.28	0	1651.33	15654
2342	80.34	727.23	39.75	2036.56	0	1163.13	6693.17	-0	-0	-0	2149	0	1465.7	-0
2343	85.98	733.34	45.32	2039.11	0	1164.45	3529.6	-0	-0	-0	2149	0	1465.7	-0
2344	92.09	721.13	36.09	2028.23	0	1161.5	5204.67	-4.27	-17.24	6.87	2980.15	0	1676.18	15043.8
2345	87.97	719.76	42.8	2017.59	0	1164.63	5425.65	-0	-0	-0	2149	0	1465.7	-0
2346	100.78	702.36	40.59	2026.47	0	1166.02	3121.55	-0	-0	-0	2149	0	1465.7	-0
2347	99.72	697.63	38.22	2005.47	0	1163.11	7336.15	-0	-0	-0	2149	0	1465.7	-0
2348	100.4	682.83	38.99	2011.52	0	1165.28	2997.14	6.79	-18.92	5.8	2817.81	0	1700.07	14160
2349	109.71	678.86	37.38	2012.22	0	1162.09	9120.89	-0	-0	-0	2149	0	1465.7	-0
2350	102.16	655.82	39.52	1978.93	0	1166.9	6504.21	-0	-0	-0	2149	0	1465.7	-0
2351	112.76	648.19	38.6	1991.35	0	1164.27	5191.82	1.75	-16.63	4.35	2715.31	0	1691.02	9581.47
2352	115.97	627.44	37.77	1994.18	0	1162.98	9731.76	-0	-0	-0	2149	0	1465.7	-0
2353	115.81	607.6	33.57	1978.13	0	1164.21	6843.44	-0	-0	-0	2149	0	1465.7	-0
2354	119.63	587.92	37.31	1971.08	0	1164.38	4958.04	-0	-0	-0	2149	0	1465.7	-0
2355	124.36	563.05	28.99	1988.14	0	1161.57	11370.9	-0	-0	-0	2149	0	1465.7	-0
2356	114.59	544.13	33.95	1949.86	0	1167.05	4774.93	-0	-0	-0	2149	0	1465.7	-0
2357	130.23	511.78	31.13	1970.77	0	1162.24	6696.27	-0	-0	-0	2149	0	1465.7	-0
2358	116.88	482.94	33.42	1937.88	0	1170.2	8133.19	10.6	583.19	25.18	2471.25	0	1304.91	25411.2
2359	125.96	475.62	17.55	1964.17	0	1157.18	9500.87	23.12	429.84	79.19	2557.3	0	1281.66	29861.8
2360	115.89	418.85	26.93	1935.99	0	1163.08	9268.21	42.57	388.34	6.56	2479.72	0	1269.17	-31562.8
2361	127.87	384.37	26.7	1933.94	0	1174.2	659.8	-2.14	387.27	77.74	2509.44	0	1289.04	38256.5
2362	110.32	354.61	7.55	1953.49	0	1160.12	12111.4	4.88	407.56	156.33	2464.31	0	1287.74	95482
2363	103.23	301.51	15.56	1929.44	0	1169.19	11107.7	9.08	455.02	27.16	2502.69	0	1285.64	-7274.09
2364	109.94	273.44	20.6	1910.83	0	1175.12	-2120.3	-51.57	442.05	7.63	2475.83	0	1280.58	463.65
2365	71.79	238.8	1.3	1932.87	0	1166.21	11217.8	-35.55	478.21	48.14	2480.3	0	1288.7	40682.6
2366	82.47	199.89	3.13	1910.46	0	1172.68	9139.06	-71.95	446.47	1.68	2490.33	0	1291.04	-6358.95
2367	61.11	153.35	12.51	1899.75	0	1208.56	-5251.76	-79.19	467.68	-0.99	2463.82	0	1290.72	36434
2368	20.68	140.84	-8.39	1935.06	0	1173.22	11339.1	-103.68	418.4	32.5	2474.17	0	1288.46	20661.3
2369	41.89	108.18	-13.5	1868.63	0	1202.91	4938.3	-86.52	451.35	-0.53	2468.03	0	1295.9	13927.9
2370	-0	-0	-0	2149	0	976.7	-0	-84.23	446.01	-27.08	2475.59	0	1292.46	25347.5
2371	7.25	90.94	-13.35	1996.5	0	1176.97	5361.66	-92.62	521.55	-12.36	2437.44	0	1296.85	-4922.31
2372	-0	-0	-0	2149	0	976.7	-0	-80.34	608.22	-10.07	2491.57	0	1302.78	24089.7
2373	-1.37	71.26	1.98	2160.06	0	1215.38	3994.58	-117.26	680.24	-39.83	2439.95	0	1306.91	25816
2374	1.37	51.42	-4.88	1871.36	0	1188.51	7444.95	-108.95	685.73	-14.8	2468.87	0	1312.85	9984.59
2375	-0	-0	-0	2149	0	976.7	-0	-125.27	648.04	-32.42	2455.8	0	1308.31	20879.8
2376	-0	-0	-0	2149	0	976.7	-0	-117.42	636.29	-75	2445.46	0	1304.29	13602.8
2377	-0	-0	-0	2149	0	976.7	-0	-116.96	602.57	-47.45	2471.11	0	1308.81	7050.94
2378	-0	-0	-0	2149	0	976.7	-0	-120.85	642.09	-56.46	2428.5	0	1311.53	22190.3
2379	-0	-0	-0	2149	0	976.7	-0	-105.97	643.31	-83.31	2454.88	0	1305.84	11750.4
2380	-0	-0	-0	2149	0	976.7	-0	-110.78	677.19	-73.17	2438.25	0	1311.97	5634.45
2381	-0	-0	-0	2149	0	976.7	-0	-100.33	687.1	-58.06	2432.69	0	1312.31	25173.8
2382	-0	-0	-0	2149	0	976.7	-0	-108.34	677.03	-74.77	2420.37	0	1307.17	5331.83
2383	-0	-0	-0	2149	0	976.7	-0	-92.24	684.97	-64.16	2427.11	0	1312.05	7512
2384	-0	-0	-0	2149	0	976.7	-0	-95.67	670.93	-44.1	2410.75	0	1308.01	19870.4
2385	-0	-0	-0	2149	0	976.7	-0	-91.48	680.69	-55.47	2413.72	0	1309.36	7815.71
2386	-0	-0	-0	2149	0	976.7	-0	-80.49	681.61	-52.95	2411.14	0	1309.56	15043.8
2387	-0	-0	-0	2149	0	976.7	-0	-86.36	685.27	-41.66	2396.25	0	1307.04	16153.2
2388	-0	-0	-0	2149	0	976.7	-0	-76.9	682.07	-40.51	2397.2	0	1311.5	12110.2
2389	-0	-0	-0	2149	0	976.7	-0	-70.65	681.3	-43.87	2379.45	0	1308.91	20857.7
2390	-0	-0	-0	2149	0	976.7	-0	-75.3	673.52	-35.4	2393.49	0	1308.16	16237.1
2391	-0	-0	-0	2149	0	976.7	-0	-65	664.37	-37.54	2373.12	0	1307.99	10004.4
2392	-0	-0	-0	2149	0	976.7	-0	-61.26	650.79	-37.08	2372.65	0	1309.55	20308.2
2393	-0	-0	-0	2149	0	976.7	-0	-70.42	640.11	-25.41	2368.3	0	1310.55	12800.4
2394	-0	-0	-0	2149	0	976.7	-0	-42.34	630.95	-26.93	2367.22	0	1307.88	17304.4
2395	-0	-0	-0	2149	0	976.7	-0	-55.16	620.12	-32.88	2360.07	0	1307.13	17303
2396	-0	-0	-0	2149	0	976.7	-0	-52.41	600.28	-19.91	2346.83	0	1310.9	11793.3
2397	-2.82	-17.7	0.08	1934.15	0	781.05	6716.7	-31.59	589.9	-17.47	2346.59	0	1312.5	22508.5
2398	-0	-0	-0	2149	0	976.7	-0	-50.58	577.85	-32.2	2345.13	0	1305.5	14504.5
2399	-0	-0	-0	2149	0	976.7	-0	-31.59	553.89	-24.34	2337.29	0	1308.04	14264.1
2400	-0	-0	-0	2149	0	976.7	-0	-38.15	541.08	-22.81	2326.57	0	1309.45	15974.6
2401	-0	-0	-0	2149	0	976.7	-0	-36.93	530.09	-29.37	2341.8	0	1307.61	15651.4
2402	-0	-0	-0	2149	0	976.7	-0	-24.87	509.03	-30.21	2320.93	0	1306.73	12365.3
2403	-0	-0	-0	2149	0	976.7	-0	-34.41	503.85	-25.94	2321.26	0	1311.73	17364.2
2404	-0	-0	-0	2149	0	976.7	-0	-27.31	481.87	-29.98	2307.55	0	1308.23	15916.3
2405	-3.97	-15.87	-3.05	1983.52	0	854.37	6721.06	-18.62	472.41	-32.81	2321.28	0	1308.43	13767.7
2406	-0	-0	-0	2149	0	976.7	-0	-32.04	461.43	-32.81	2302.72	0	1310.48	12607.3
2407	-0	-0	-0	2149	0	976.7	-0	-18.31	441.59	-31.43	2288.88	0	1307.41	16423.1
2408	-0	-0	-0	2149	0	976.7	-0	-18.77	439.91	-32.5	2306.15	0	1314.51	13602.1
2409	-0	-0	-0	2149	0	976.7	-0	-22.13	424.04	-31.59	2302.41	0	1307.71	17608.7
2410	-9.61	-19.07	-3.66	2114.16	0	898.58	6656.43	-17.17	415.8	-34.41	2275.02	0	1312.23	14774.9
2411	0	0	0	2149	0	976.7	0	-21.06	412.29	-32.81	2296.05	0	1316.5	11224.5
2412	-0	-0	-0	2149	0	976.7	-0	-20.75	391.85	-31.13	2266.59	0	1308.66	20630.9
2413	-0	-0	-0	2149	0	976.7	-0	-13.05	398.71	-32.58	2287.32	0	1318.84	14432.8
2414	-0	-0	-0	2149	0	976.7	-0	-24.64	373.38	-31.51	2275.88	0	1308.37	11245.2
2415	-0	-0	-0	2149	0	976.7	-0	-14.72	376.43	-30.06	2250.76	0	1316.34	14402.7
2416	-0	-0	-0	2149	0	976.7	-0	-14.34	366.97	-22.96	2282.59	0	1317.64	16675.5
2417	-0	-0	-0	2149	0	976.7	-0	-14.34	366.06	-28.38	2268.84	0	1311.85	12604.7
2418	-0	-0	-0	2149	0	976.7	-0	-15.72	356.45	-22.96	2248.68	0	1312.83	13973
2419	-0	-0	-0	2149	0	976.7	-0	-10.91	365.45	-20.45	2259.66	0	1321.64	14052.9
2420	-0	-0	-0	2149	0	976.7	-0	-7.55	349.73	-23.12	2250.42	0	1308.6	13684.1
2421	-0	-0	-0	2149	0	976.7	-0	-8.47	359.8	-15.87	2263.74	0	1319.68	15209.3
2422	-0	-0	-0	2149	0	976.7	-0	-14.11	347.6	-18.62	2235.57	0	1312.15	11803.9
2423	-0	-0	-0	2149	0	976.7	-0	-0	351.72	-19.76	2244.4	0	1314.15	16524.6
2424	-0	-0	-0	2149	0	976.7	-0	-10.91	354	-8.85	2253.37	0	1321.47	15145.9
2425	-0	-0	-0	2149	0	976.7	-0	-6.1	343.17	-17.85	2226.23	0	1310.74	14670.6
2426	-0	-0	-0	2149	0	976.7	-0	-3.89	354.16	-19.3	2232.55	0	1315.7	16351.3
2427	-0	-0	-0	2149	0	976.7	-0	-7.63	344.39	-16.63	2235.82	0	1314.09	10788.9
2428	-0	-0	-0	2149	0	976.7	-0	3.05	361.02	-16.86	2238.48	0	1323.07	20137.9
2429	-0	-0	-0	2149	0	976.7	-0	-13.81	342.56	-21.74	2215.52	0	1312.2	10618.2
2430	-0	-0	-0	2149	0	976.7	-0	4.5	355.07	-20.52	2215.58	0	1315.16	14160.7
2431	-0	-0	-0	2149	0	976.7	-0	-8.01	351.1	-21.44	2233.62	0	1314.91	16447
2432	-0	-0	-0	2149	0	976.7	-0	-1.45	369.26	-24.11	2225.14	0	1324.66	14361.8
2433	-0	-0	-0	2149	0	976.7	-0	0.23	360.72	-21.13	2200.28	0	1317.8	13616.1
2434	-0	-0	-0	2149	0	976.7	-0	-4.58	372.92	-25.71	2215.1	0	1326.53	17539.5
2435	-0	-0	-0	2149	0	976.7	-0	6.87	381.77	-28.23	2211.06	0	1326.3	15324
2436	-0	-0	-0	2149	0	976.7	-0	1.68	384.67	-22.74	2207.73	0	1326.42	16380.9
2437	-0	-0	-0	2149	0	976.7	-0	-0.38	390.63	-27.47	2200.55	0	1327.57	17787
2438	-0	-0	-0	2149	0	976.7	-0	7.63	402.68	-33.57	2192.37	0	1329.28	13829
2439	-0	-0	-0	2149	0	976.7	-0	7.71	410.92	-28.84	2203.76	0	1324.62	15830.6
2440	-0	-0	-0	2149	0	976.7	-0	5.87	408.94	-27.62	2179.96	0	1329.42	16616.5
2441	-0	-0	-0	2149	0	976.7	-0	11.52	433.65	-33.26	2182.83	0	1333.43	17938.1
2442	-0	-0	-0	2149	0	976.7	-0	8.47	429.69	-29.75	2194.18	0	1324.32	15170.7
2443	-0	-0	-0	2149	0	976.7	-0	14.95	446.93	-33.87	2164.22	0	1329.79	16106.4
2444	-0	-0	-0	2149	0	976.7	-0	12.05	449.52	-30.98	2169.43	0	1333.01	21123.2
2445	-0	-0	-0	2149	0	976.7	-0	12.36	464.32	-27.39	2157.71	0	1334.34	14527.8
2446	-0	-0	-0	2149	0	976.7	-0	20.9	472.87	-35.02	2166.35	0	1326.82	17057.3
2447	-0	-0	-0	2149	0	976.7	-0	17.62	488.43	-32.96	2166.25	0	1334.29	20434.2
2448	-0	-0	-0	2149	0	976.7	-0	23.57	497.89	-29.68	2144.59	0	1338.13	14810.2
2449	-0	-0	-0	2149	0	976.7	-0	21.97	506.9	-36.93	2156.33	0	1331.33	18549.7
2450	-0	-0	-0	2149	0	976.7	-0	16.86	519.41	-43.33	2149.6	0	1331.64	17378.8
2451	-0	-0	-0	2149	0	976.7	-0	29.07	533.45	-35.17	2147.3	0	1334.93	16135.5
2452	-0	-0	-0	2149	0	976.7	-0	18.16	535.43	-32.58	2133.86	0	1331.9	18847.8
2453	-0	-0	-0	2149	0	976.7	-0	25.02	553.44	-43.64	2137.91	0	1331.86	13790
2454	-0	-0	-0	2149	0	976.7	-0	27.24	562.59	-34.64	2129.36	0	1330.91	17577.2
2455	-0	-0	-0	2149	0	976.7	-0	22.43	568.24	-32.35	2112.54	0	1332.64	15474
2456	-0	-0	-0	2149	0	976.7	-0	39.14	582.28	-36.93	2131.14	0	1329.47	20903.6
2457	-0	-0	-0	2149	0	976.7	-0	30.36	585.48	-39.75	2129.22	0	1322.75	16953.9
2458	-0	-0	-0	2149	0	976.7	-0	41.05	605.32	-34.48	2104.87	0	1330.48	16039.1
2459	-0	-0	-0	2149	0	976.7	-0	43.95	596.47	-28.31	2104.75	0	1328.61	22510.6
2460	-0	-0	-0	2149	0	976.7	-0	43.87	622.71	-36.54	2106.32	0	1328.19	22044
2461	-0	-0	-0	2149	0	976.7	-0	50.81	622.1	-31.36	2102.81	0	1324.94	17323.8
2462	-0	-0	-0	2149	0	976.7	-0	47.3	631.87	-30.44	2089.34	0	1327.82	21061.1
2463	-0	-0	-0	2149	0	976.7	-0	55.69	644.53	-29.53	2079.27	0	1330.53	24074.6
2464	-0	-0	-0	2149	0	976.7	-0	60.88	651.25	-31.28	2091.64	0	1326.07	18788
2465	1.53	-16.78	-7.86	1625.82	0	883.9	8528.42	57.37	659.64	-34.26	2080.84	0	1324.85	19344.8
2466	-0	-0	-0	2149	0	976.7	-0	63.63	662.69	-31.89	2067.57	0	1327.14	19719.1
2467	-0	-0	-0	2149	0	976.7	-0	73.62	677.49	-29.07	2068.83	0	1327.54	21932
2468	-0	-0	-0	2149	0	976.7	-0	68.89	680.54	-32.12	2069.71	0	1325.71	19189.8
2469	-0	-0	-0	2149	0	976.7	-0	80.57	696.56	-38.07	2060.9	0	1327.16	19971.6
2470	-0	-0	-0	2149	0	976.7	-0	78.51	687.71	-31.51	2048.76	0	1326.38	18852.4
2471	-0	-0	-0	2149	0	976.7	-0	86.67	703.74	-32.04	2056.92	0	1329.11	22513.1
2472	-0	-0	-0	2149	0	976.7	-0	93.77	708.47	-40.28	2054.09	0	1326.25	18931.9
2473	-0	-0	-0	2149	0	976.7	-0	83.16	702.97	-36.39	2033.58	0	1324.65	18094.7
2474	-0	-0	-0	2149	0	976.7	-0	98.88	712.43	-31.28	2029.84	0	1332.53	21375.3
2475	-1.45	-22.43	-7.02	2267.66	0	935.67	6936.73	108.18	720.83	-37.46	2036.69	0	1328.69	19783.3
2476	-0	-0	-0	2149	0	976.7	-0	98.88	700.07	-38.22	2021.3	0	1323.78	18915.7
2477	-0	-0	-0	2149	0	976.7	-0	115.59	720.06	-34.26	2013.26	0	1332.91	19147.6
2478	0	0	0	2149	0	976.7	0	110.4	700.53	-36.47	2002.4	0	1327.17	18916.6
2479	-0	-0	-0	2149	0	976.7	-0	123.44	713.5	-41.96	2016.86	0	1327.04	20202.2
2480	-0	-0	-0	2149	0	976.7	-0	121.23	700.38	-37.46	1996.35	0	1327.07	17110
2481	-0	-0	-0	2149	0	976.7	-0	121	695.34	-43.33	1986.83	0	1325.39	15994.8
2482	-5.34	-22.13	-6.03	1980.9	0	936.06	9364.74	142.14	697.48	-35.1	1989.75	0	1331.93	22611.3
2483	-0	-0	-0	2149	0	976.7	-0	131.76	679.32	-42.88	1987.58	0	1322.08	15427
2484	-4.5	-17.85	-2.59	1943.38	0	849.13	8239.84	138.63	672.45	-44.17	1976.03	0	1323.89	18969.9
2485	-0	-0	-0	2149	0	976.7	-0	145.49	660.1	-37.92	1962.99	0	1329.43	16572.5
2486	-0	-0	-0	2149	0	976.7	-0	143.89	645.75	-43.72	1979.19	0	1321.46	15925.4
2487	-0	-0	-0	2149	0	976.7	-0	152.97	620.88	-41.5	1953.21	0	1322.77	16867.8
2488	-0	-0	-0	2149	0	976.7	-0	153.88	623.63	-40.89	1963.25	0	1328.16	16045.7
2489	-0	-0	-0	2149	0	976.7	-0	151.9	587.92	-40.44	1948.85	0	1320.83	15055.3
2490	-0	-0	-0	2149	0	976.7	-0	162.28	574.19	-42.19	1943.96	0	1324.33	15598.1
2491	-0	-0	-0	2149	0	976.7	-0	156.86	545.5	-38.3	1943.66	0	1323.38	17112.3
2492	-0	-0	-0	2149	0	976.7	-0	158.16	511.63	-35.32	1921.93	0	1318.24	13752.9
2493	-0	-0	-0	2149	0	976.7	-0	156.71	479.89	-40.59	1910.69	0	1319.51	16126.3
2494	-30.14	711.21	-67.14	2515.73	0	1129.41	-37049.8	155.56	457.31	-35.02	1926.24	0	1317.24	15939.7
2495	-0	-0	-0	2149	0	976.7	-0	147.63	443.88	-18.16	1926.93	0	1324.54	10529.3
2496	40.82	337.52	60.65	2547.02	0	1188.25	85932.9	137.56	378.42	-38.45	1884.13	0	1316.25	19308.8
2497	-83.47	473.94	-33.72	2513.84	0	1168.97	-56494.1	153.35	335.69	-21.74	1894.76	0	1300	24829.3
2498	-13.05	357.67	-203.02	2571.66	0	1203.64	-93753.1	105.29	326.39	1.53	1887.78	0	1320.97	-1110.83
2499	-57.14	581.82	58.44	2491.9	0	1158.04	69419.1	118.87	250.85	-30.14	1882.39	0	1301.79	26716.7
2500	-157.7	417.79	-0	2559.63	0	1219.55	5450.93	106.05	224	-9.38	1821.77	0	1283.17	23272
2501	-71.79	522.92	-33.04	2451.96	0	1167.17	-25038.6	54.09	190.58	26.63	1878.4	0	1297.06	-6079.93
2502	-167.92	446.93	27.92	2540.19	0	1184.96	37735.1	67.44	162.96	-30.75	1837.23	0	1247.3	33296.1
2503	-136.34	437.77	44.86	2469.28	0	1194.54	-9441	32.27	136.87	4.58	1760.9	0	1270.8	20137.6
2504	-52.34	473.48	-4.43	2491.56	0	1167.49	-494.78	-2.98	147.25	42.88	1832.32	0	1305.04	-10125.3
